Title,Artist,Genre,Decade,Duration
Viva La Vida 1314,Adele,Classical,1970,3.7
Hotel California 1315,Eminem,Classical,1990,2.5
Blinding Lights 1316,Adele,R&B,1990,4.2
Blinding Lights 1317,Ed Sheeran,Country,2010,4.2
Bohemian Rhapsody 1318,Coldplay,R&B,1990,4.8
Someone Like You 1319,Drake,Electronic,2000,2.7
Viva La Vida 1320,The Beatles,Indie,2020,5.4
Perfect 1321,Eminem,Classical,1970,3.2
Rude 1322,MAGIC,Reggae,2020,5.2
Someone Like You 1323,MAGIC,R&B,1980,5.3
Rude 1324,MAGIC,Jazz,2020,3.8
Rude 1325,Taylor Swift,Rock,2000,4.8
Bohemian Rhapsody 1326,Taylor Swift,R&B,1970,4.6
Hotel California 1327,Coldplay,Reggae,2010,3.9
Bohemian Rhapsody 1328,Drake,R&B,1990,3.9
Halo 1329,Eminem,Reggae,2010,4.6
Someone Like You 1330,ABBA,Electronic,2020,3.9
Mamma Mia 1331,The Beatles,Indie,2000,4.6
Blinding Lights 1332,MAGIC,Electronic,1990,2.9
Bohemian Rhapsody 1333,The Beatles,Classical,1970,5.0
Someone Like You 1334,MAGIC,R&B,2010,3.9
Viva La Vida 1335,Ed Sheeran,Jazz,2020,5.2
Perfect 1336,Adele,Electronic,2010,3.1
Someone Like You 1337,The Beatles,Indie,1980,4.9
Blinding Lights 1338,Taylor Swift,Rock,2000,5.5
Halo 1339,The Beatles,Electronic,2000,4.4
Bohemian Rhapsody 1340,Ed Sheeran,Pop,1970,3.3
Rude 1341,Drake,Pop,2020,2.7
Shape of You 1342,MAGIC,R&B,2000,3.0
Blinding Lights 1343,Beyoncé,R&B,1990,4.1
Bohemian Rhapsody 1344,Coldplay,Reggae,1970,5.2
Mamma Mia 1345,Drake,Indie,2010,2.9
Shape of You 1346,Coldplay,Reggae,1970,4.9
Perfect 1347,Adele,R&B,2000,5.3
Halo 1348,ABBA,Rock,1980,4.0
Blinding Lights 1349,ABBA,Indie,2020,5.4
Blinding Lights 1350,Coldplay,Classical,2010,3.0
Halo 1351,Taylor Swift,Rock,2010,3.8
Perfect 1352,Coldplay,R&B,1990,3.4
Rude 1353,Coldplay,R&B,2020,3.1
Perfect 1354,Ed Sheeran,Rock,1970,3.8
Bohemian Rhapsody 1355,Eminem,Rock,2020,2.9
Rude 1356,MAGIC,Electronic,1980,5.2
Mamma Mia 1357,Drake,Electronic,2000,3.9
Viva La Vida 1358,Adele,Jazz,1970,2.9
Blinding Lights 1359,Ed Sheeran,Classical,1990,3.2
Blinding Lights 1360,Ed Sheeran,Rock,2010,3.8
Mamma Mia 1361,The Beatles,Electronic,2000,2.7
Bohemian Rhapsody 1362,Coldplay,Indie,2020,3.8
Mamma Mia 1363,Ed Sheeran,Electronic,2020,3.2
Rude 1364,Taylor Swift,Country,2010,2.6
Mamma Mia 1365,Coldplay,Reggae,2020,3.9
Blinding Lights 1366,ABBA,Hip-Hop,2000,3.3
Halo 1367,Ed Sheeran,R&B,2010,4.9
Perfect 1368,Coldplay,Classical,1980,3.2
Rude 1369,Coldplay,Jazz,1990,2.7
Hotel California 1370,MAGIC,Country,1980,4.7
Bohemian Rhapsody 1371,Ed Sheeran,Country,2010,5.1
Hotel California 1372,Adele,Jazz,2000,4.3
Halo 1373,Eminem,Indie,1980,3.6
Mamma Mia 1374,Beyoncé,R&B,1980,4.2
Bohemian Rhapsody 1375,Eminem,Classical,1970,3.1
Perfect 1376,ABBA,Rock,1970,3.9
Rude 1377,Beyoncé,Reggae,1980,5.2
Viva La Vida 1378,The Beatles,Electronic,2010,2.8
Blinding Lights 1379,Beyoncé,Reggae,2000,3.5
Someone Like You 1380,Beyoncé,Jazz,1990,3.4
Mamma Mia 1381,Adele,Classical,2010,5.1
Shape of You 1382,The Beatles,Pop,1970,4.9
Rude 1383,Ed Sheeran,Rock,1990,5.4
Mamma Mia 1384,MAGIC,Classical,2000,5.3
Hotel California 1385,Drake,Jazz,1990,4.8
Mamma Mia 1386,Coldplay,R&B,1970,2.7
Perfect 1387,Taylor Swift,Classical,1990,5.3
Mamma Mia 1388,Beyoncé,Indie,2010,2.9
Rude 1389,The Beatles,Reggae,2020,4.3
Someone Like You 1390,Taylor Swift,Classical,2020,2.5
Blinding Lights 1391,Taylor Swift,Jazz,2010,4.5
Rude 1392,MAGIC,Country,1980,4.8
Perfect 1393,Eminem,R&B,1980,3.0
Mamma Mia 1394,The Beatles,Reggae,2020,5.2
Perfect 1395,MAGIC,Country,2000,5.0
Shape of You 1396,Eminem,Reggae,1980,3.6
Someone Like You 1397,Coldplay,Electronic,2010,5.1
Shape of You 1398,ABBA,Jazz,1990,2.9
Someone Like You 1399,Coldplay,Classical,2010,3.8
Mamma Mia 1400,Coldplay,Pop,1970,2.8
Hotel California 1401,ABBA,Jazz,2000,4.4
Shape of You 1402,Ed Sheeran,R&B,2010,3.8
Perfect 1403,Adele,Electronic,1980,5.5
Bohemian Rhapsody 1404,Eminem,Country,1990,2.8
Hotel California 1405,Adele,Pop,1990,2.6
Someone Like You 1406,The Beatles,Classical,2010,5.3
Shape of You 1407,Eminem,Electronic,2020,4.2
Rude 1408,Taylor Swift,Indie,1990,3.2
Someone Like You 1409,Coldplay,Classical,2010,5.1
Bohemian Rhapsody 1410,Beyoncé,Classical,1990,4.5
Mamma Mia 1411,Eminem,Classical,1980,4.1
Bohemian Rhapsody 1412,Drake,Pop,2000,4.2
Someone Like You 1413,The Beatles,Pop,1990,4.6
Perfect 1414,ABBA,Jazz,2020,4.2
Bohemian Rhapsody 1415,MAGIC,Jazz,1980,3.9
Bohemian Rhapsody 1416,Beyoncé,Indie,2000,4.0
Shape of You 1417,Eminem,Pop,2010,2.6
Bohemian Rhapsody 1418,ABBA,Hip-Hop,1970,3.1
Bohemian Rhapsody 1419,The Beatles,Indie,2000,3.7
Viva La Vida 1420,Ed Sheeran,Jazz,1990,4.5
Hotel California 1421,Coldplay,Country,1970,3.0
Shape of You 1422,Beyoncé,Electronic,1990,5.0
Shape of You 1423,Taylor Swift,Rock,1990,5.4
Rude 1424,MAGIC,Rock,1990,3.7
Blinding Lights 1425,Coldplay,Hip-Hop,1970,3.9
Viva La Vida 1426,Eminem,Country,2020,5.3
Viva La Vida 1427,Drake,Country,2010,5.1
Mamma Mia 1428,Adele,Hip-Hop,1990,3.9
Hotel California 1429,Ed Sheeran,Reggae,1980,2.8
Rude 1430,Adele,Electronic,1990,2.8
Halo 1431,Eminem,Jazz,2010,3.5
Bohemian Rhapsody 1432,Beyoncé,Classical,1980,4.7
Hotel California 1433,Adele,Indie,2020,4.0
Rude 1434,ABBA,Electronic,1980,4.4
Hotel California 1435,The Beatles,Indie,1980,3.9
Viva La Vida 1436,Eminem,Indie,2000,4.1
Hotel California 1437,Adele,Pop,2020,4.2
Hotel California 1438,Coldplay,R&B,1970,5.2
Halo 1439,Beyoncé,Electronic,2020,3.5
Shape of You 1440,Ed Sheeran,Jazz,1990,5.3
Perfect 1441,Eminem,Classical,2010,4.3
Mamma Mia 1442,Ed Sheeran,Rock,1980,4.7
Someone Like You 1443,Ed Sheeran,Indie,1980,5.4
Shape of You 1444,Adele,Country,1990,3.3
Someone Like You 1445,Beyoncé,Reggae,2000,5.1
Bohemian Rhapsody 1446,Adele,Indie,2010,4.5
Someone Like You 1447,ABBA,Indie,2000,3.9
Shape of You 1448,The Beatles,Country,1990,3.6
Hotel California 1449,Ed Sheeran,Pop,1990,2.8
Blinding Lights 1450,ABBA,Pop,2010,2.5
Shape of You 1451,Eminem,R&B,2020,3.2
Halo 1452,Coldplay,Classical,1970,3.4
Mamma Mia 1453,Eminem,Indie,1970,2.9
Mamma Mia 1454,Ed Sheeran,Country,2020,5.3
Hotel California 1455,Taylor Swift,Electronic,1980,3.4
Hotel California 1456,The Beatles,Reggae,2010,3.1
Viva La Vida 1457,ABBA,Hip-Hop,2020,5.4
Hotel California 1458,ABBA,Classical,1970,3.7
Hotel California 1459,MAGIC,Classical,1980,5.4
Mamma Mia 1460,MAGIC,Pop,2000,3.8
Rude 1461,Taylor Swift,Electronic,2020,4.2
Someone Like You 1462,Adele,R&B,2020,3.5
Bohemian Rhapsody 1463,Drake,Hip-Hop,1970,5.3
Perfect 1464,Coldplay,Country,1970,3.5
Mamma Mia 1465,MAGIC,Indie,1990,4.6
Halo 1466,ABBA,Indie,1970,4.2
Perfect 1467,Eminem,Country,2020,2.7
Halo 1468,Drake,Pop,1970,2.7
Blinding Lights 1469,The Beatles,Country,2010,3.0
Someone Like You 1470,Taylor Swift,Rock,2020,2.8
Perfect 1471,Beyoncé,Reggae,1980,2.7
Bohemian Rhapsody 1472,Drake,R&B,1990,4.9
Rude 1473,Taylor Swift,Hip-Hop,2000,4.8
Halo 1474,Beyoncé,Jazz,1970,3.4
Rude 1475,Beyoncé,Jazz,2010,2.9
Blinding Lights 1476,Adele,R&B,2020,2.9
Perfect 1477,Adele,Classical,2010,3.4
Rude 1478,MAGIC,Hip-Hop,2000,3.0
Hotel California 1479,Eminem,Country,2020,4.6
Mamma Mia 1480,Drake,Reggae,1990,3.2
Viva La Vida 1481,Coldplay,Rock,1980,2.8
Blinding Lights 1482,Ed Sheeran,Electronic,1980,2.9
Viva La Vida 1483,Beyoncé,Classical,1990,3.9
Rude 1484,Taylor Swift,Indie,2020,4.2
Viva La Vida 1485,Coldplay,Pop,1990,4.9
Someone Like You 1486,Eminem,Country,2000,3.1
Blinding Lights 1487,Adele,R&B,2000,2.9
Bohemian Rhapsody 1488,ABBA,Country,1990,2.7
Perfect 1489,Drake,Classical,1990,4.0
Halo 1490,Taylor Swift,Pop,1980,3.7
Bohemian Rhapsody 1491,MAGIC,Rock,1990,3.2
Hotel California 1492,Eminem,Rock,1990,3.4
Hotel California 1493,Taylor Swift,Indie,1970,3.6
Someone Like You 1494,Adele,Classical,1970,5.5
Blinding Lights 1495,Adele,Indie,1970,5.3
Hotel California 1496,Drake,Pop,2000,4.0
Mamma Mia 1497,The Beatles,Jazz,2010,3.3
Mamma Mia 1498,Coldplay,R&B,1990,3.5
Perfect 1499,ABBA,Hip-Hop,2000,5.4
Perfect 1500,MAGIC,R&B,1970,5.2
Bohemian Rhapsody 1501,Coldplay,R&B,2020,5.2
Halo 1502,Adele,Pop,1980,5.1
Halo 1503,Coldplay,Electronic,2010,5.4
Someone Like You 1504,The Beatles,Indie,1990,3.0
Viva La Vida 1505,ABBA,Rock,1990,3.8
Mamma Mia 1506,Coldplay,Classical,1970,5.5
Mamma Mia 1507,Taylor Swift,Indie,2020,2.6
Someone Like You 1508,MAGIC,Pop,1970,3.7
Mamma Mia 1509,Eminem,Electronic,1990,4.8
Rude 1510,Beyoncé,Rock,2000,3.0
Bohemian Rhapsody 1511,The Beatles,Electronic,1970,5.2
Halo 1512,Drake,Country,1990,3.3
Viva La Vida 1513,Taylor Swift,Indie,2010,5.2
Bohemian Rhapsody 1514,Coldplay,Pop,2010,4.2
Rude 1515,Beyoncé,Indie,1990,3.3
Blinding Lights 1516,Ed Sheeran,Reggae,1990,3.4
Mamma Mia 1517,The Beatles,R&B,2020,3.1
Shape of You 1518,ABBA,Rock,2000,2.6
Someone Like You 1519,Eminem,Hip-Hop,2010,5.4
Shape of You 1520,Coldplay,Hip-Hop,2020,3.9
Halo 1521,Adele,Indie,1980,5.4
Viva La Vida 1522,Eminem,Hip-Hop,2010,4.0
Mamma Mia 1523,Beyoncé,Pop,1970,2.8
Viva La Vida 1524,MAGIC,Hip-Hop,2000,3.2
Someone Like You 1525,Eminem,Indie,1970,4.4
Perfect 1526,Taylor Swift,Jazz,1990,4.6
Perfect 1527,ABBA,Reggae,1970,4.3
Viva La Vida 1528,Eminem,Jazz,2010,4.4
Rude 1529,Adele,R&B,1970,3.4
Hotel California 1530,The Beatles,Electronic,2020,3.4
Mamma Mia 1531,The Beatles,Electronic,2020,4.5
Halo 1532,The Beatles,Jazz,1990,3.7
Halo 1533,Drake,Pop,2010,3.8
Shape of You 1534,The Beatles,Pop,1980,5.2
Hotel California 1535,Adele,Rock,1980,4.1
Perfect 1536,Taylor Swift,Rock,2020,4.3
Halo 1537,ABBA,R&B,1980,5.0
Shape of You 1538,Coldplay,Reggae,1980,5.2
Halo 1539,MAGIC,Indie,1990,4.1
Shape of You 1540,The Beatles,Indie,1990,3.0
Halo 1541,ABBA,Classical,1990,3.5
Blinding Lights 1542,Adele,Reggae,1980,3.7
Blinding Lights 1543,Ed Sheeran,Classical,2020,4.7
Perfect 1544,Drake,Electronic,1990,2.5
Halo 1545,Coldplay,Pop,2010,3.9
Mamma Mia 1546,Coldplay,R&B,1990,4.3
Mamma Mia 1547,ABBA,Reggae,1970,4.7
Halo 1548,The Beatles,Reggae,2010,2.5
Perfect 1549,The Beatles,R&B,1980,5.1
Viva La Vida 1550,ABBA,Rock,1990,4.6
Bohemian Rhapsody 1551,Coldplay,Hip-Hop,2000,3.3
Halo 1552,The Beatles,Pop,1990,3.1
Shape of You 1553,MAGIC,Country,1980,4.5
Perfect 1554,Ed Sheeran,Pop,2020,3.9
Shape of You 1555,Taylor Swift,Country,1990,2.9
Halo 1556,Drake,Pop,2000,3.2
Someone Like You 1557,The Beatles,R&B,2010,2.5
Shape of You 1558,Eminem,R&B,2020,2.7
Someone Like You 1559,Drake,Jazz,2010,4.9
Shape of You 1560,Eminem,Reggae,2020,3.0
Shape of You 1561,The Beatles,Jazz,2010,4.3
Halo 1562,ABBA,R&B,2000,3.7
Halo 1563,Ed Sheeran,Rock,2000,4.0
Someone Like You 1564,Coldplay,Indie,1990,5.2
Shape of You 1565,Eminem,Indie,1980,5.4
Someone Like You 1566,Eminem,Hip-Hop,1970,3.1
Blinding Lights 1567,Ed Sheeran,Country,1980,5.4
Mamma Mia 1568,Eminem,Indie,1990,5.2
Mamma Mia 1569,Coldplay,R&B,2000,3.9
Mamma Mia 1570,Ed Sheeran,R&B,1980,5.1
Halo 1571,Taylor Swift,Indie,1980,4.8
Blinding Lights 1572,ABBA,Country,1970,2.8
Bohemian Rhapsody 1573,Adele,Country,1990,2.6
Bohemian Rhapsody 1574,Adele,Reggae,2020,3.6
Perfect 1575,MAGIC,Rock,1990,4.6
Viva La Vida 1576,Taylor Swift,Pop,2020,4.0
Perfect 1577,MAGIC,Electronic,2020,5.4
Bohemian Rhapsody 1578,Drake,Classical,1980,4.8
Halo 1579,Beyoncé,Country,1980,5.2
Hotel California 1580,Ed Sheeran,Pop,2010,3.9
Bohemian Rhapsody 1581,Adele,Pop,2000,3.7
Viva La Vida 1582,Taylor Swift,Jazz,2020,4.5
Shape of You 1583,Drake,Indie,1980,4.2
Someone Like You 1584,Taylor Swift,Indie,2010,3.1
Mamma Mia 1585,Beyoncé,Jazz,1980,3.1
Shape of You 1586,MAGIC,Country,1990,3.3
Bohemian Rhapsody 1587,Ed Sheeran,Reggae,1980,3.6
Mamma Mia 1588,Ed Sheeran,R&B,2000,3.0
Halo 1589,Coldplay,Hip-Hop,2010,4.0
Blinding Lights 1590,Eminem,Country,2000,4.9
Mamma Mia 1591,Eminem,Electronic,2010,2.7
Shape of You 1592,MAGIC,R&B,2010,5.4
Someone Like You 1593,ABBA,Classical,2000,4.1
Someone Like You 1594,Eminem,Electronic,2000,5.1
Perfect 1595,The Beatles,Hip-Hop,1990,4.8
Hotel California 1596,ABBA,Reggae,1970,3.8
Rude 1597,Ed Sheeran,Classical,1970,4.4
Hotel California 1598,MAGIC,Electronic,2010,4.8
Bohemian Rhapsody 1599,Coldplay,Country,1980,4.1
Viva La Vida 1600,Ed Sheeran,Electronic,1980,4.7
Viva La Vida 1601,MAGIC,Country,2020,3.7
Mamma Mia 1602,The Beatles,Reggae,1980,4.8
Viva La Vida 1603,Coldplay,Hip-Hop,1990,3.9
Viva La Vida 1604,Coldplay,Jazz,2000,3.0
Bohemian Rhapsody 1605,Adele,R&B,2020,3.7
Someone Like You 1606,Taylor Swift,Country,2010,3.9
Shape of You 1607,ABBA,Reggae,2000,4.4
Blinding Lights 1608,Taylor Swift,Classical,1990,5.3
Someone Like You 1609,Taylor Swift,Hip-Hop,1990,4.3
Perfect 1610,Drake,Classical,1990,3.5
Rude 1611,Beyoncé,Reggae,1980,2.7
Viva La Vida 1612,Beyoncé,Indie,2010,3.1
Rude 1613,Beyoncé,Reggae,2020,4.3
Someone Like You 1614,Eminem,Hip-Hop,2020,3.4
Viva La Vida 1615,Ed Sheeran,Indie,2020,3.2
Someone Like You 1616,Ed Sheeran,Hip-Hop,2020,4.3
Blinding Lights 1617,Adele,Country,2020,5.3
Rude 1618,The Beatles,Electronic,1990,3.8
Mamma Mia 1619,Ed Sheeran,Jazz,2020,4.3
Hotel California 1620,Drake,Electronic,2000,4.5
Perfect 1621,Coldplay,Reggae,1970,3.2
Bohemian Rhapsody 1622,Taylor Swift,Hip-Hop,2000,2.5
Someone Like You 1623,ABBA,Reggae,2020,2.9
Someone Like You 1624,Adele,Reggae,2020,2.8
Mamma Mia 1625,Ed Sheeran,Electronic,2010,4.8
Perfect 1626,Ed Sheeran,Jazz,1980,2.9
Hotel California 1627,Coldplay,Reggae,2020,3.4
Hotel California 1628,Beyoncé,Classical,1990,5.2
Rude 1629,Coldplay,R&B,1980,4.9
Perfect 1630,MAGIC,Electronic,2010,3.2
Shape of You 1631,Coldplay,Hip-Hop,1990,2.5
Halo 1632,The Beatles,R&B,1980,4.9
Bohemian Rhapsody 1633,The Beatles,Indie,1990,3.0
Mamma Mia 1634,ABBA,R&B,1990,2.8
Perfect 1635,ABBA,Pop,2000,3.7
Someone Like You 1636,Taylor Swift,Hip-Hop,1970,3.9
Someone Like You 1637,Adele,Hip-Hop,1970,4.1
Blinding Lights 1638,Taylor Swift,Electronic,1970,2.7
Shape of You 1639,Ed Sheeran,Electronic,2020,5.3
Hotel California 1640,Beyoncé,Electronic,2000,3.9
Shape of You 1641,Drake,R&B,1990,3.4
Mamma Mia 1642,The Beatles,Electronic,1970,3.0
Shape of You 1643,Drake,Reggae,2020,2.9
Perfect 1644,MAGIC,Rock,1980,5.4
Halo 1645,Drake,Country,1980,4.7
Perfect 1646,MAGIC,Pop,2010,3.1
Someone Like You 1647,MAGIC,Hip-Hop,2010,5.2
Blinding Lights 1648,Beyoncé,Pop,1990,4.1
Perfect 1649,Adele,Hip-Hop,1970,3.5
Perfect 1650,Beyoncé,Pop,2010,3.5
Mamma Mia 1651,Coldplay,Indie,2010,3.9
Someone Like You 1652,Beyoncé,Reggae,1990,5.0
Bohemian Rhapsody 1653,Ed Sheeran,Country,1980,3.9
Perfect 1654,ABBA,Electronic,2020,4.1
Bohemian Rhapsody 1655,MAGIC,Rock,1980,5.0
Halo 1656,Beyoncé,R&B,1980,3.1
Someone Like You 1657,MAGIC,Indie,2010,3.2
Hotel California 1658,The Beatles,Hip-Hop,1970,4.5
Halo 1659,Taylor Swift,Indie,1980,4.9
Mamma Mia 1660,The Beatles,Jazz,1990,4.9
Rude 1661,Eminem,Country,1970,4.8
Bohemian Rhapsody 1662,The Beatles,Country,1980,3.5
Blinding Lights 1663,Beyoncé,Country,2000,3.7
Hotel California 1664,Beyoncé,Country,1990,3.2
Mamma Mia 1665,Coldplay,Country,2020,3.2
Hotel California 1666,MAGIC,Country,2000,4.1
Rude 1667,Coldplay,Jazz,1990,3.7
Perfect 1668,ABBA,Jazz,1990,4.2
Someone Like You 1669,Adele,R&B,2010,3.4
Halo 1670,Taylor Swift,Country,1990,2.7
Halo 1671,Beyoncé,Pop,2010,4.7
Halo 1672,MAGIC,Pop,2020,4.3
Hotel California 1673,Beyoncé,Classical,1970,4.7
Shape of You 1674,Ed Sheeran,Indie,1970,4.9
Blinding Lights 1675,Taylor Swift,Classical,1980,5.4
Mamma Mia 1676,Beyoncé,R&B,2010,2.6
Shape of You 1677,Beyoncé,Indie,1970,4.4
Bohemian Rhapsody 1678,Drake,Jazz,1990,5.3
Someone Like You 1679,Adele,Pop,1990,4.2
Bohemian Rhapsody 1680,MAGIC,Jazz,1990,5.0
Blinding Lights 1681,Ed Sheeran,Hip-Hop,1980,3.0
Blinding Lights 1682,Eminem,Country,2020,2.9
Rude 1683,Coldplay,Reggae,2010,4.7
Rude 1684,Coldplay,R&B,1980,3.0
Blinding Lights 1685,Coldplay,Reggae,2010,5.5
Viva La Vida 1686,Adele,Pop,2020,5.2
Halo 1687,Ed Sheeran,Classical,1970,4.2
Perfect 1688,Ed Sheeran,Reggae,2010,4.5
Halo 1689,Taylor Swift,Pop,2020,5.0
Mamma Mia 1690,Taylor Swift,Reggae,2000,4.2
Halo 1691,Adele,R&B,1970,3.5
Mamma Mia 1692,Adele,Country,1970,2.8
Hotel California 1693,Coldplay,Rock,2000,5.3
Mamma Mia 1694,The Beatles,Jazz,1990,4.8
Perfect 1695,Taylor Swift,Country,2020,2.9
Mamma Mia 1696,ABBA,Country,1980,2.7
Halo 1697,Ed Sheeran,Reggae,2010,2.7
Blinding Lights 1698,The Beatles,Country,2020,2.7
Blinding Lights 1699,Adele,Electronic,2010,4.1
Hotel California 1700,Coldplay,Hip-Hop,2020,4.5
Viva La Vida 1701,Taylor Swift,R&B,1980,4.2
Viva La Vida 1702,Coldplay,R&B,2010,4.6
Rude 1703,The Beatles,Hip-Hop,1990,4.0
Perfect 1704,Beyoncé,Hip-Hop,2020,2.6
Rude 1705,Adele,R&B,1980,3.3
Someone Like You 1706,Eminem,Rock,2000,5.0
Bohemian Rhapsody 1707,MAGIC,Hip-Hop,2000,5.3
Shape of You 1708,The Beatles,Indie,2020,4.1
Halo 1709,Drake,Classical,2020,5.3
Hotel California 1710,The Beatles,Pop,2020,4.9
Viva La Vida 1711,Beyoncé,Jazz,1990,3.2
Halo 1712,Beyoncé,Country,1990,3.7
Bohemian Rhapsody 1713,Taylor Swift,Electronic,1980,3.9
Mamma Mia 1714,MAGIC,Jazz,1990,2.7
Blinding Lights 1715,Beyoncé,Rock,2010,3.3
Shape of You 1716,Taylor Swift,Indie,1980,3.9
Someone Like You 1717,Beyoncé,Indie,2000,5.2
Rude 1718,Ed Sheeran,Pop,1990,3.0
Rude 1719,Adele,Indie,1980,4.2
Hotel California 1720,Drake,R&B,1980,5.5
Halo 1721,Drake,Reggae,2010,3.7
Mamma Mia 1722,Adele,Classical,2020,2.9
Blinding Lights 1723,Drake,Indie,2010,2.6
Shape of You 1724,Ed Sheeran,Electronic,2000,2.7
Shape of You 1725,Eminem,Country,1990,5.1
Mamma Mia 1726,Eminem,Classical,2010,4.8
Perfect 1727,Taylor Swift,Reggae,1970,2.7
Hotel California 1728,Eminem,Pop,1990,5.0
Halo 1729,ABBA,Classical,1970,4.4
Perfect 1730,The Beatles,Indie,2010,2.8
Rude 1731,Adele,Jazz,1970,5.1
Bohemian Rhapsody 1732,Eminem,Indie,1990,4.2
Viva La Vida 1733,Taylor Swift,Jazz,1980,2.7
Bohemian Rhapsody 1734,Taylor Swift,Jazz,2010,5.5
Viva La Vida 1735,Coldplay,Reggae,1980,3.7
Bohemian Rhapsody 1736,The Beatles,Reggae,1970,5.0
Hotel California 1737,Coldplay,Pop,1990,3.9
Halo 1738,Coldplay,R&B,1990,3.2
Mamma Mia 1739,Ed Sheeran,Reggae,1970,4.0
Bohemian Rhapsody 1740,Adele,Electronic,1970,2.8
Perfect 1741,Coldplay,Pop,2020,3.8
Perfect 1742,Eminem,Electronic,2000,4.2
Someone Like You 1743,ABBA,Pop,1980,2.7
Rude 1744,Drake,Rock,2010,4.7
Rude 1745,Beyoncé,Reggae,1970,3.6
Hotel California 1746,The Beatles,R&B,2000,3.0
Rude 1747,Taylor Swift,Indie,2020,3.7
Mamma Mia 1748,Drake,Reggae,1990,2.5
Mamma Mia 1749,Ed Sheeran,Jazz,1980,3.4
Mamma Mia 1750,Adele,Classical,1990,3.4
Shape of You 1751,Ed Sheeran,Country,2000,2.7
Hotel California 1752,Ed Sheeran,Pop,2000,3.8
Hotel California 1753,Ed Sheeran,Classical,2020,4.8
Perfect 1754,MAGIC,Rock,1980,3.2
Shape of You 1755,Ed Sheeran,Electronic,1990,3.7
Bohemian Rhapsody 1756,Drake,Country,2020,4.4
Mamma Mia 1757,Eminem,Rock,2000,5.3
Halo 1758,Beyoncé,Rock,2020,4.8
Someone Like You 1759,ABBA,Pop,2010,3.1
Someone Like You 1760,Eminem,Pop,1970,2.9
Mamma Mia 1761,Drake,Jazz,1980,3.8
Rude 1762,Ed Sheeran,Electronic,2000,3.4
Rude 1763,Eminem,Rock,2000,3.4
Rude 1764,Coldplay,Electronic,2000,5.1
Viva La Vida 1765,Drake,Classical,2000,5.3
Halo 1766,The Beatles,Hip-Hop,2010,2.8
Perfect 1767,Taylor Swift,Electronic,2020,3.4
Hotel California 1768,Ed Sheeran,Electronic,1970,5.0
Halo 1769,The Beatles,Indie,2020,5.4
Mamma Mia 1770,Taylor Swift,R&B,2000,2.7
Blinding Lights 1771,Eminem,Reggae,1980,4.7
Hotel California 1772,Taylor Swift,Hip-Hop,1990,4.2
Viva La Vida 1773,ABBA,Jazz,2000,5.2
Viva La Vida 1774,Taylor Swift,Electronic,1980,4.1
Shape of You 1775,MAGIC,Hip-Hop,1970,3.3
Mamma Mia 1776,Ed Sheeran,R&B,2000,3.7
Hotel California 1777,Adele,Country,2010,2.9
Viva La Vida 1778,Drake,Classical,2020,2.9
Someone Like You 1779,The Beatles,R&B,2020,3.4
Rude 1780,Ed Sheeran,Indie,1980,5.5
Blinding Lights 1781,Beyoncé,Indie,1980,4.1
Perfect 1782,Beyoncé,Reggae,2020,2.9
Someone Like You 1783,Drake,R&B,2000,4.2
Viva La Vida 1784,The Beatles,Indie,2010,5.4
Someone Like You 1785,Beyoncé,Country,2020,2.8
Halo 1786,Adele,R&B,2020,4.4
Bohemian Rhapsody 1787,Ed Sheeran,Jazz,2020,4.2
Viva La Vida 1788,Taylor Swift,Rock,2020,4.3
Shape of You 1789,Eminem,Rock,2010,3.2
Viva La Vida 1790,Ed Sheeran,Rock,1990,5.3
Rude 1791,Taylor Swift,Jazz,1990,3.1
Someone Like You 1792,The Beatles,Indie,2020,4.5
Someone Like You 1793,MAGIC,Classical,2000,3.2
Viva La Vida 1794,ABBA,Hip-Hop,1970,4.3
Bohemian Rhapsody 1795,MAGIC,Hip-Hop,1970,2.8
Shape of You 1796,Drake,Rock,1970,3.2
Perfect 1797,Adele,Jazz,1980,3.3
Perfect 1798,Drake,Rock,2010,4.1
Rude 1799,The Beatles,Classical,1970,3.8
Shape of You 1800,Adele,Hip-Hop,2000,2.7
Mamma Mia 1801,Drake,Classical,1990,5.3
Rude 1802,The Beatles,Hip-Hop,2020,4.3
Viva La Vida 1803,Adele,Hip-Hop,1990,2.7
Blinding Lights 1804,Coldplay,Indie,1970,3.8
Hotel California 1805,Ed Sheeran,Electronic,2000,4.8
Hotel California 1806,Beyoncé,Country,1970,4.0
Bohemian Rhapsody 1807,Adele,Hip-Hop,2000,2.8
Rude 1808,Adele,Hip-Hop,2020,2.8
Perfect 1809,ABBA,Country,1970,3.6
Rude 1810,MAGIC,Reggae,1990,4.2
Blinding Lights 1811,MAGIC,Country,2020,4.2
Blinding Lights 1812,Adele,Country,2020,5.2
Someone Like You 1813,Ed Sheeran,Jazz,2010,3.8
Mamma Mia 1814,Adele,Pop,2010,3.0
Blinding Lights 1815,The Beatles,Classical,1970,4.7
Shape of You 1816,ABBA,Classical,1970,5.2
Hotel California 1817,Adele,R&B,1980,4.3
Hotel California 1818,Beyoncé,Rock,2010,4.8
Hotel California 1819,Adele,R&B,1970,4.2
Viva La Vida 1820,Taylor Swift,Pop,2000,4.2
Halo 1821,Ed Sheeran,Indie,1980,3.7
Rude 1822,MAGIC,Country,1990,3.5
Hotel California 1823,Adele,Country,2010,4.2
